Applicant_ID,Utilization_Ratio,Debt_to_Income,Checking_Account_Status,Loan_Duration,Age,Credit_History_Score,Loan_Purpose,Default_Status
1487,0.5414,0.3998,0.0,12.0,34.0,1.0,E-Commerce,0.0
1488,0.1216,0.4517,0.0,48.0,28.0,0.0,MSME,0.0
1489,0.6967,0.3001,0.0,12.0,22.0,0.0,E-Commerce,0.0
1490,0.2535,0.2716,0.0,36.0,48.0,1.0,Individual,0.0
1491,0.2028,0.4423,0.0,12.0,44.0,0.0,E-Commerce,0.0
1492,0.1861,0.4945,0.0,12.0,33.0,0.0,E-Commerce,0.0
1493,0.6036,0.4418,0.0,48.0,48.0,0.0,E-Commerce,0.0
1494,0.3906,0.346,0.0,24.0,54.0,0.0,Individual,0.0
1495,0.4612,0.2014,0.0,12.0,53.0,1.0,E-Commerce,0.0
1496,0.3883,0.391,0.0,12.0,56.0,1.0,MSME,0.0
1497,0.229,0.2747,0.0,48.0,46.0,0.0,E-Commerce,0.0
1498,0.6695,0.1143,0.0,12.0,22.0,0.0,MSME,0.0
1499,0.5843,0.2532,0.0,24.0,56.0,0.0,MSME,0.0
1500,0.1922,0.3721,0.0,12.0,37.0,0.0,E-Commerce,0.0
1501,0.1095,0.2213,0.0,12.0,28.0,1.0,Individual,0.0
1502,0.447,0.2684,0.0,48.0,34.0,0.0,E-Commerce,0.0
1503,0.2377,0.1221,0.0,48.0,27.0,0.0,E-Commerce,0.0
1504,0.401,0.4938,0.0,12.0,28.0,0.0,MSME,0.0
1505,0.6244,0.2315,0.0,12.0,23.0,1.0,E-Commerce,0.0
1506,0.5576,0.2548,0.0,48.0,27.0,0.0,Individual,0.0
1507,0.1657,0.305,0.0,36.0,52.0,0.0,E-Commerce,0.0
1508,0.247,0.2576,0.0,36.0,58.0,0.0,E-Commerce,0.0
1509,0.4525,0.4207,0.0,48.0,56.0,1.0,Individual,0.0
1510,0.7879,0.2596,1.0,12.0,56.0,0.0,Individual,0.0
1511,0.6472,0.4036,0.0,36.0,22.0,1.0,E-Commerce,0.0
1512,0.6678,0.135,0.0,48.0,59.0,1.0,Individual,0.0
1513,0.1345,0.1009,0.0,48.0,30.0,0.0,E-Commerce,0.0
1514,0.431,0.3574,0.0,24.0,54.0,0.0,E-Commerce,0.0
1515,0.2249,0.1318,0.0,36.0,38.0,0.0,E-Commerce,0.0
1516,0.1741,0.3514,0.0,48.0,54.0,0.0,Individual,0.0
1517,0.3269,0.491,0.0,36.0,27.0,0.0,Individual,0.0
1518,0.4568,0.3341,0.0,24.0,36.0,0.0,E-Commerce,0.0
1519,0.4943,0.3591,0.0,12.0,38.0,0.0,E-Commerce,0.0
1520,0.5375,0.3915,0.0,36.0,40.0,0.0,Individual,0.0
1521,0.1443,0.3412,0.0,48.0,59.0,1.0,E-Commerce,0.0
1522,0.7396,0.452,1.0,36.0,51.0,0.0,E-Commerce,0.0
1523,0.7152,0.226,1.0,48.0,25.0,1.0,MSME,0.0
1524,0.1183,0.3753,0.0,12.0,47.0,1.0,Individual,0.0
1525,0.7879,0.3548,1.0,24.0,24.0,1.0,Individual,0.0
1526,0.7404,0.2408,1.0,12.0,34.0,1.0,E-Commerce,0.0
1527,0.5308,0.4015,0.0,36.0,29.0,0.0,E-Commerce,0.0
1528,0.3261,0.4356,0.0,12.0,29.0,1.0,MSME,0.0
1529,0.5808,0.4653,0.0,36.0,23.0,0.0,Individual,0.0
1530,0.2912,0.1838,0.0,48.0,44.0,1.0,MSME,0.0
1531,0.6042,0.3749,0.0,12.0,38.0,1.0,Individual,0.0
1532,0.3833,0.125,0.0,48.0,23.0,0.0,Individual,0.0
1533,0.1395,0.3691,0.0,12.0,34.0,0.0,E-Commerce,0.0
1534,0.3811,0.2202,0.0,24.0,52.0,0.0,MSME,0.0
1535,0.2443,0.1999,0.0,48.0,41.0,0.0,Individual,0.0
1536,0.2611,0.2624,0.0,12.0,41.0,0.0,Individual,0.0
1537,0.6643,0.2414,0.0,24.0,50.0,1.0,E-Commerce,0.0
1538,0.1693,0.2086,0.0,36.0,59.0,0.0,Individual,0.0
1539,0.7858,0.2073,1.0,24.0,47.0,1.0,E-Commerce,0.0
1540,0.1705,0.383,0.0,36.0,22.0,1.0,Individual,0.0
1541,0.4073,0.1451,0.0,12.0,53.0,1.0,E-Commerce,0.0
1542,0.661,0.2591,0.0,24.0,29.0,0.0,E-Commerce,0.0
1543,0.3294,0.444,0.0,48.0,25.0,1.0,Individual,0.0
1544,0.7566,0.1613,1.0,24.0,28.0,0.0,E-Commerce,0.0
1545,0.2465,0.1964,0.0,36.0,55.0,1.0,Individual,0.0
1546,0.5801,0.4333,0.0,24.0,55.0,1.0,MSME,0.0
1547,0.3588,0.2944,0.0,36.0,38.0,1.0,MSME,0.0
1548,0.1739,0.3732,0.0,48.0,54.0,0.0,MSME,0.0
1549,0.1364,0.4537,0.0,24.0,34.0,0.0,MSME,0.0
1550,0.4927,0.1538,0.0,48.0,50.0,1.0,MSME,0.0
1551,0.2337,0.2763,0.0,12.0,47.0,1.0,MSME,0.0
1552,0.3703,0.4818,0.0,48.0,28.0,1.0,MSME,0.0
1553,0.4464,0.3969,0.0,12.0,35.0,0.0,Individual,0.0
1554,0.7816,0.3653,1.0,24.0,25.0,0.0,MSME,0.0
1555,0.3189,0.4307,0.0,24.0,46.0,1.0,E-Commerce,0.0
1556,0.5402,0.1472,0.0,12.0,25.0,0.0,E-Commerce,0.0
1557,0.1889,0.4734,0.0,12.0,57.0,0.0,MSME,0.0
1558,0.497,0.3245,0.0,24.0,26.0,1.0,Individual,0.0
1559,0.1445,0.2585,0.0,12.0,50.0,0.0,MSME,0.0
1560,0.7128,0.2662,1.0,12.0,31.0,0.0,MSME,0.0
1561,0.5961,0.1458,0.0,36.0,46.0,0.0,Individual,0.0
1562,0.6767,0.1413,0.0,48.0,53.0,1.0,MSME,0.0
1563,0.5984,0.254,0.0,36.0,37.0,0.0,E-Commerce,0.0
1564,0.1887,0.2683,0.0,12.0,38.0,0.0,E-Commerce,0.0
1565,0.1137,0.4223,0.0,24.0,56.0,1.0,E-Commerce,0.0
1566,0.6712,0.421,0.0,48.0,40.0,0.0,Individual,0.0
1567,0.3017,0.1944,0.0,36.0,42.0,0.0,Individual,0.0
1568,0.1048,0.1612,0.0,36.0,50.0,1.0,E-Commerce,0.0
1569,0.4665,0.1819,0.0,12.0,31.0,0.0,Individual,0.0
1570,0.3765,0.234,0.0,24.0,47.0,0.0,MSME,0.0
1571,0.3027,0.3309,0.0,36.0,53.0,0.0,Individual,0.0
1572,0.7516,0.1444,1.0,24.0,58.0,1.0,E-Commerce,0.0
1573,0.1889,0.1234,0.0,24.0,31.0,1.0,Individual,0.0
1574,0.6325,0.1063,0.0,48.0,33.0,0.0,E-Commerce,0.0
1575,0.494,0.2253,0.0,48.0,42.0,1.0,MSME,0.0
1576,0.663,0.1652,0.0,12.0,56.0,0.0,MSME,0.0
1577,0.4859,0.2438,0.0,36.0,36.0,0.0,MSME,0.0
1578,0.1032,0.2253,0.0,36.0,50.0,0.0,MSME,0.0
1579,0.5919,0.4171,0.0,48.0,43.0,0.0,Individual,0.0
1580,0.3296,0.3642,0.0,24.0,34.0,0.0,Individual,0.0
1581,0.5686,0.1865,0.0,12.0,24.0,1.0,E-Commerce,0.0
1582,0.745,0.4914,1.0,24.0,57.0,0.0,E-Commerce,0.0
1583,0.1724,0.1723,0.0,36.0,29.0,1.0,MSME,0.0
1584,0.2284,0.4034,0.0,48.0,52.0,1.0,MSME,0.0
1585,0.5177,0.3419,0.0,12.0,28.0,0.0,E-Commerce,0.0
1586,0.1756,0.1279,0.0,24.0,50.0,0.0,MSME,0.0
1587,0.4568,0.269,0.0,12.0,54.0,0.0,MSME,0.0
1588,0.1176,0.3892,0.0,24.0,32.0,0.0,Individual,0.0
1589,0.1126,0.1298,0.0,36.0,42.0,1.0,Individual,0.0
1590,0.6492,0.1373,0.0,12.0,33.0,1.0,MSME,0.0
1591,0.5511,0.1113,0.0,12.0,30.0,0.0,Individual,0.0
1592,0.2504,0.1161,0.0,48.0,43.0,0.0,MSME,0.0
1593,0.6308,0.4175,0.0,36.0,39.0,0.0,E-Commerce,0.0
1594,0.5236,0.2583,0.0,36.0,24.0,1.0,MSME,0.0
1595,0.2203,0.1237,0.0,48.0,46.0,0.0,E-Commerce,0.0
1596,0.4089,0.126,0.0,36.0,37.0,1.0,Individual,0.0
1597,0.705,0.2858,1.0,24.0,27.0,0.0,Individual,0.0
1598,0.4023,0.4143,0.0,36.0,25.0,1.0,Individual,0.0
1599,0.3347,0.3432,0.0,24.0,48.0,0.0,E-Commerce,0.0
1600,0.7777,0.4012,1.0,36.0,27.0,0.0,MSME,0.0
1601,0.1686,0.2745,0.0,48.0,30.0,0.0,E-Commerce,0.0
1602,0.2381,0.2269,0.0,36.0,50.0,0.0,Individual,0.0
1603,0.7998,0.4373,1.0,48.0,37.0,0.0,Individual,0.0
1604,0.5927,0.3603,0.0,12.0,49.0,1.0,Individual,0.0
1605,0.1792,0.1625,0.0,48.0,52.0,0.0,E-Commerce,0.0
1606,0.4767,0.2875,0.0,24.0,32.0,0.0,E-Commerce,0.0
1607,0.2124,0.2363,0.0,12.0,45.0,0.0,E-Commerce,0.0
1608,0.2806,0.2966,0.0,48.0,49.0,0.0,Individual,0.0
1609,0.4293,0.4825,0.0,12.0,27.0,1.0,Individual,0.0
1610,0.601,0.4153,0.0,36.0,57.0,0.0,E-Commerce,0.0
1611,0.2928,0.4229,0.0,12.0,47.0,0.0,E-Commerce,0.0
1612,0.2465,0.1015,0.0,12.0,39.0,0.0,Individual,0.0
1613,0.4663,0.2376,0.0,48.0,56.0,0.0,MSME,0.0
1614,0.1336,0.4102,0.0,48.0,37.0,1.0,MSME,0.0
1615,0.4312,0.3522,0.0,24.0,27.0,0.0,Individual,0.0
1616,0.5886,0.1006,0.0,48.0,22.0,0.0,E-Commerce,0.0
1617,0.5114,0.1256,0.0,48.0,53.0,1.0,MSME,0.0
1618,0.2343,0.2335,0.0,36.0,48.0,0.0,MSME,0.0
1619,0.289,0.1827,0.0,12.0,49.0,0.0,E-Commerce,0.0
1620,0.5114,0.2045,0.0,24.0,29.0,0.0,Individual,0.0
1621,0.65,0.3694,0.0,48.0,34.0,1.0,Individual,0.0
1622,0.55,0.2528,0.0,12.0,37.0,0.0,E-Commerce,0.0
1623,0.5799,0.4036,0.0,24.0,35.0,1.0,E-Commerce,0.0
1624,0.1708,0.2235,0.0,36.0,37.0,1.0,MSME,0.0
1625,0.2541,0.2128,0.0,48.0,41.0,0.0,E-Commerce,0.0
1626,0.5934,0.1341,0.0,12.0,50.0,0.0,E-Commerce,0.0
1627,0.1773,0.2678,0.0,48.0,34.0,0.0,Individual,0.0
1628,0.164,0.3056,0.0,24.0,33.0,0.0,Individual,0.0
1629,0.1945,0.2875,0.0,12.0,48.0,0.0,Individual,0.0
1630,0.796,0.3222,1.0,36.0,22.0,0.0,MSME,0.0
1631,0.3165,0.2123,0.0,24.0,50.0,0.0,E-Commerce,0.0
1632,0.1003,0.3385,0.0,24.0,45.0,0.0,MSME,0.0
1633,0.7189,0.2808,1.0,36.0,26.0,0.0,Individual,0.0
1634,0.7691,0.4693,1.0,48.0,36.0,1.0,Individual,0.0
1635,0.4424,0.4175,0.0,12.0,27.0,0.0,E-Commerce,0.0
1636,0.1158,0.2776,0.0,48.0,42.0,0.0,MSME,0.0
1637,0.7367,0.1072,1.0,12.0,58.0,0.0,Individual,0.0
1638,0.2237,0.2141,0.0,12.0,41.0,1.0,E-Commerce,0.0
1639,0.5101,0.3697,0.0,24.0,45.0,0.0,Individual,0.0
1640,0.3347,0.4263,0.0,36.0,44.0,0.0,E-Commerce,0.0
1641,0.7717,0.243,1.0,12.0,42.0,0.0,E-Commerce,0.0
1642,0.5757,0.1268,0.0,36.0,25.0,1.0,MSME,0.0
1643,0.5649,0.2678,0.0,12.0,28.0,0.0,Individual,0.0
1644,0.3202,0.1808,0.0,48.0,37.0,0.0,Individual,0.0
1645,0.3008,0.2074,0.0,36.0,42.0,0.0,MSME,0.0
1646,0.221,0.2378,0.0,48.0,49.0,0.0,Individual,0.0
1647,0.3189,0.1424,0.0,36.0,38.0,0.0,E-Commerce,0.0
1648,0.6432,0.419,0.0,36.0,24.0,1.0,E-Commerce,0.0
1649,0.6158,0.3406,0.0,12.0,32.0,0.0,E-Commerce,0.0
1650,0.3568,0.2611,0.0,36.0,47.0,0.0,Individual,0.0
1651,0.7029,0.1619,1.0,48.0,46.0,0.0,MSME,0.0
1652,0.1557,0.2952,0.0,24.0,41.0,0.0,E-Commerce,0.0
1653,0.7377,0.4973,1.0,24.0,40.0,0.0,E-Commerce,0.0
1654,0.7708,0.1391,1.0,36.0,22.0,1.0,MSME,0.0
1655,0.7902,0.3546,1.0,48.0,55.0,1.0,Individual,0.0
1656,0.7036,0.2134,1.0,36.0,43.0,1.0,Individual,0.0
1657,0.3865,0.2157,0.0,36.0,24.0,1.0,MSME,0.0
1658,0.5246,0.3417,0.0,36.0,45.0,0.0,E-Commerce,0.0
1659,0.4826,0.3214,0.0,12.0,55.0,0.0,Individual,0.0
1660,0.512,0.2631,0.0,12.0,32.0,1.0,E-Commerce,0.0
1661,0.2594,0.3335,0.0,24.0,46.0,0.0,MSME,0.0
1662,0.3764,0.4813,0.0,24.0,56.0,1.0,E-Commerce,0.0
1663,0.1249,0.2992,0.0,48.0,35.0,0.0,E-Commerce,0.0
1664,0.2202,0.3615,0.0,24.0,40.0,1.0,MSME,0.0
1665,0.4587,0.3184,0.0,36.0,28.0,0.0,MSME,0.0
1666,0.2006,0.384,0.0,48.0,40.0,0.0,E-Commerce,0.0
1667,0.6657,0.1705,0.0,36.0,38.0,0.0,Individual,0.0
1668,0.321,0.1348,0.0,12.0,55.0,0.0,E-Commerce,0.0
1669,0.5608,0.2055,0.0,36.0,49.0,0.0,MSME,0.0
1670,0.3633,0.1253,0.0,48.0,41.0,0.0,Individual,0.0
1671,0.7495,0.4314,1.0,48.0,59.0,0.0,Individual,0.0
1672,0.6237,0.4624,0.0,48.0,36.0,0.0,MSME,0.0
1673,0.6065,0.4224,0.0,48.0,55.0,0.0,E-Commerce,0.0
1674,0.6199,0.4386,0.0,36.0,54.0,0.0,Individual,0.0
1675,0.7305,0.4295,1.0,48.0,42.0,1.0,Individual,0.0
1676,0.7598,0.4329,1.0,36.0,45.0,0.0,Individual,0.0
1677,0.2233,0.3973,0.0,48.0,29.0,0.0,E-Commerce,0.0
1678,0.7875,0.2564,1.0,12.0,29.0,0.0,Individual,0.0
1679,0.5196,0.2675,0.0,24.0,36.0,0.0,E-Commerce,0.0
1680,0.1215,0.347,0.0,48.0,24.0,0.0,E-Commerce,0.0
1681,0.1707,0.3439,0.0,12.0,38.0,0.0,Individual,0.0
1682,0.3529,0.1853,0.0,24.0,46.0,0.0,E-Commerce,0.0
1683,0.1137,0.3685,0.0,48.0,52.0,1.0,E-Commerce,0.0
1684,0.5133,0.128,0.0,12.0,34.0,0.0,MSME,0.0
1685,0.2191,0.2019,0.0,36.0,43.0,0.0,Individual,0.0
1686,0.5934,0.2357,0.0,12.0,30.0,0.0,E-Commerce,0.0
1687,0.3373,0.1572,0.0,48.0,47.0,0.0,MSME,0.0
1688,0.4965,0.2887,0.0,12.0,56.0,0.0,Individual,0.0
1689,0.5677,0.4583,0.0,12.0,53.0,0.0,E-Commerce,0.0
1690,0.4502,0.2934,0.0,24.0,50.0,1.0,MSME,0.0
1691,0.4366,0.4968,0.0,24.0,29.0,1.0,MSME,0.0
1692,0.2532,0.3088,0.0,24.0,37.0,0.0,MSME,0.0
1693,0.692,0.2385,0.0,12.0,54.0,1.0,E-Commerce,0.0
1694,0.6316,0.2256,0.0,48.0,24.0,0.0,Individual,0.0
1695,0.311,0.4872,0.0,36.0,59.0,0.0,MSME,0.0
1696,0.3698,0.3137,0.0,48.0,54.0,0.0,E-Commerce,0.0
1697,0.3875,0.3882,0.0,24.0,39.0,1.0,E-Commerce,0.0
1698,0.3161,0.217,0.0,48.0,51.0,1.0,E-Commerce,0.0
1699,0.5014,0.4415,0.0,24.0,46.0,0.0,Individual,0.0
1700,0.2298,0.3048,0.0,24.0,53.0,0.0,MSME,0.0
1701,0.4679,0.2987,0.0,12.0,30.0,1.0,Individual,0.0
1702,0.187,0.1857,0.0,36.0,49.0,0.0,MSME,0.0
1703,0.454,0.4268,0.0,48.0,32.0,0.0,MSME,0.0
1704,0.2406,0.2808,0.0,12.0,44.0,0.0,E-Commerce,0.0
1705,0.1938,0.3686,0.0,12.0,32.0,0.0,E-Commerce,0.0
1706,0.1664,0.2332,0.0,36.0,52.0,0.0,E-Commerce,0.0
1707,0.7533,0.4753,1.0,12.0,36.0,1.0,Individual,0.0
1708,0.1051,0.1244,0.0,12.0,36.0,0.0,MSME,0.0
1709,0.6822,0.4922,0.0,48.0,30.0,0.0,MSME,0.0
1710,0.7596,0.3109,1.0,48.0,23.0,1.0,MSME,0.0
1711,0.1144,0.2454,0.0,48.0,35.0,0.0,E-Commerce,0.0
1712,0.2034,0.2712,0.0,36.0,35.0,1.0,Individual,0.0
1713,0.438,0.3056,0.0,48.0,33.0,0.0,MSME,0.0
1714,0.1773,0.4448,0.0,36.0,58.0,0.0,E-Commerce,0.0
1715,0.2103,0.3377,0.0,36.0,35.0,0.0,Individual,0.0
1716,0.3498,0.1433,0.0,12.0,57.0,1.0,E-Commerce,0.0
1717,0.5673,0.3438,0.0,24.0,29.0,1.0,MSME,0.0
1718,0.3194,0.2849,0.0,48.0,56.0,0.0,Individual,0.0
1719,0.3124,0.4456,0.0,24.0,26.0,1.0,E-Commerce,0.0
1720,0.5039,0.2098,0.0,12.0,44.0,0.0,MSME,0.0
1721,0.6414,0.45,0.0,24.0,43.0,1.0,E-Commerce,0.0
1722,0.3386,0.414,0.0,36.0,52.0,0.0,MSME,0.0
1723,0.1082,0.3227,0.0,12.0,42.0,0.0,E-Commerce,0.0
1724,0.3979,0.3198,0.0,48.0,50.0,0.0,MSME,0.0
1725,0.1558,0.2718,0.0,12.0,57.0,0.0,MSME,0.0
1726,0.5506,0.2331,0.0,36.0,30.0,0.0,Individual,0.0
1727,0.4874,0.1046,0.0,48.0,52.0,0.0,MSME,0.0
1728,0.4588,0.2835,0.0,12.0,25.0,0.0,MSME,0.0
1729,0.4605,0.1661,0.0,12.0,34.0,0.0,E-Commerce,0.0
1730,0.1289,0.2003,0.0,12.0,36.0,0.0,Individual,0.0
1731,0.4725,0.2609,0.0,12.0,26.0,0.0,Individual,0.0
1732,0.7493,0.2833,1.0,36.0,54.0,1.0,MSME,0.0
1733,0.152,0.1415,0.0,12.0,51.0,0.0,MSME,0.0
1734,0.5787,0.4179,0.0,48.0,44.0,0.0,E-Commerce,0.0
1735,0.4623,0.2528,0.0,48.0,59.0,0.0,E-Commerce,0.0
1736,0.129,0.2126,0.0,24.0,40.0,1.0,Individual,0.0
1737,0.6037,0.143,0.0,12.0,43.0,1.0,MSME,0.0
1738,0.7893,0.1553,1.0,12.0,43.0,0.0,MSME,0.0
1739,0.121,0.2589,0.0,24.0,49.0,1.0,Individual,0.0
1740,0.7493,0.2231,1.0,36.0,35.0,1.0,MSME,0.0
1741,0.7654,0.4437,1.0,24.0,44.0,0.0,E-Commerce,0.0
1742,0.5067,0.4777,0.0,48.0,49.0,1.0,E-Commerce,0.0
1743,0.6773,0.2104,0.0,48.0,30.0,1.0,E-Commerce,0.0
1744,0.6262,0.2691,0.0,24.0,45.0,1.0,Individual,0.0
1745,0.1316,0.4734,0.0,12.0,44.0,1.0,E-Commerce,0.0
1746,0.3316,0.402,0.0,24.0,26.0,0.0,Individual,0.0
1747,0.7859,0.1904,1.0,12.0,45.0,0.0,MSME,0.0
1748,0.1715,0.3406,0.0,48.0,42.0,1.0,MSME,0.0
1749,0.1604,0.4746,0.0,48.0,55.0,0.0,Individual,0.0
1750,0.327,0.3865,0.0,24.0,37.0,0.0,E-Commerce,0.0
1751,0.6598,0.2731,0.0,12.0,50.0,1.0,Individual,0.0
1752,0.4227,0.2304,0.0,48.0,45.0,0.0,E-Commerce,0.0
1753,0.5507,0.3202,0.0,36.0,23.0,0.0,E-Commerce,0.0
1754,0.5602,0.458,0.0,12.0,59.0,1.0,MSME,0.0
1755,0.5095,0.3757,0.0,36.0,41.0,0.0,MSME,0.0
1756,0.5827,0.3717,0.0,24.0,49.0,0.0,Individual,0.0
1757,0.4326,0.4173,0.0,36.0,39.0,1.0,MSME,0.0
1758,0.2389,0.4847,0.0,24.0,42.0,1.0,MSME,0.0
1759,0.3939,0.3033,0.0,12.0,23.0,0.0,E-Commerce,0.0
1760,0.2297,0.3537,0.0,48.0,54.0,0.0,Individual,0.0
1761,0.5593,0.1842,0.0,12.0,58.0,0.0,E-Commerce,0.0
1762,0.5466,0.4077,0.0,48.0,38.0,1.0,MSME,0.0
1763,0.2939,0.314,0.0,48.0,22.0,0.0,Individual,0.0
1764,0.4069,0.1121,0.0,24.0,38.0,0.0,E-Commerce,0.0
1765,0.4822,0.3361,0.0,48.0,29.0,0.0,E-Commerce,0.0
1766,0.4005,0.2632,0.0,24.0,47.0,0.0,E-Commerce,0.0
1767,0.4216,0.4967,0.0,12.0,26.0,0.0,MSME,0.0
1768,0.6699,0.4616,0.0,48.0,31.0,1.0,Individual,0.0
1769,0.2442,0.4314,0.0,24.0,24.0,0.0,MSME,0.0
1770,0.7619,0.2772,1.0,24.0,35.0,1.0,MSME,0.0
1771,0.2134,0.3803,0.0,24.0,40.0,0.0,Individual,0.0
1772,0.7362,0.4768,1.0,12.0,56.0,0.0,MSME,0.0
1773,0.3306,0.3147,0.0,36.0,27.0,1.0,E-Commerce,0.0
1774,0.5442,0.3131,0.0,48.0,54.0,0.0,Individual,0.0
1775,0.416,0.3006,0.0,36.0,27.0,0.0,MSME,0.0
1776,0.6158,0.2904,0.0,36.0,41.0,1.0,E-Commerce,0.0
1777,0.6141,0.2469,0.0,24.0,41.0,0.0,E-Commerce,0.0
1778,0.583,0.2339,0.0,12.0,43.0,0.0,E-Commerce,0.0
1779,0.1974,0.1948,0.0,36.0,58.0,0.0,MSME,0.0
1780,0.6828,0.2607,0.0,36.0,52.0,1.0,Individual,0.0
1781,0.6396,0.2309,0.0,48.0,59.0,0.0,Individual,0.0
1782,0.2838,0.2019,0.0,12.0,36.0,0.0,Individual,0.0
1783,0.5433,0.4243,0.0,48.0,40.0,0.0,MSME,0.0
1784,0.7701,0.2273,1.0,24.0,47.0,0.0,Individual,0.0
1785,0.5646,0.2524,0.0,12.0,25.0,0.0,E-Commerce,0.0
1786,0.1166,0.1319,0.0,12.0,57.0,1.0,Individual,0.0
1787,0.1617,0.4385,0.0,48.0,50.0,0.0,MSME,0.0
1788,0.5385,0.4181,0.0,12.0,39.0,0.0,MSME,0.0
1789,0.5679,0.352,0.0,24.0,59.0,0.0,E-Commerce,0.0
1790,0.2856,0.298,0.0,36.0,48.0,0.0,Individual,0.0
1791,0.2257,0.4062,0.0,24.0,33.0,1.0,Individual,0.0
1792,0.3459,0.2059,0.0,24.0,53.0,1.0,E-Commerce,0.0
1793,0.7329,0.3409,1.0,36.0,38.0,1.0,Individual,0.0
1794,0.6078,0.1839,0.0,24.0,37.0,0.0,Individual,0.0
1795,0.4237,0.1297,0.0,48.0,27.0,1.0,MSME,0.0
1796,0.3364,0.4239,0.0,36.0,54.0,0.0,MSME,0.0
1797,0.1964,0.2476,0.0,12.0,53.0,0.0,Individual,0.0
1798,0.3174,0.2844,0.0,48.0,50.0,1.0,MSME,0.0
1799,0.6332,0.1233,0.0,36.0,48.0,1.0,Individual,0.0
1800,0.3273,0.2585,0.0,36.0,32.0,0.0,Individual,0.0
1801,0.6755,0.2182,0.0,12.0,30.0,1.0,E-Commerce,0.0
1802,0.698,0.3747,0.0,36.0,40.0,0.0,MSME,0.0
1803,0.2358,0.2139,0.0,36.0,23.0,1.0,Individual,0.0
1804,0.507,0.4123,0.0,48.0,34.0,1.0,MSME,0.0
1805,0.2727,0.3781,0.0,24.0,48.0,1.0,E-Commerce,0.0
1806,0.1083,0.2203,0.0,36.0,22.0,0.0,E-Commerce,0.0
1807,0.7136,0.465,1.0,36.0,31.0,0.0,E-Commerce,0.0
1808,0.7644,0.4994,1.0,36.0,48.0,0.0,Individual,0.0
1809,0.1057,0.1037,0.0,12.0,25.0,0.0,E-Commerce,0.0
1810,0.5808,0.2176,0.0,48.0,38.0,0.0,E-Commerce,0.0
1811,0.385,0.1929,0.0,12.0,57.0,0.0,Individual,0.0
1812,0.1608,0.3807,0.0,48.0,28.0,0.0,MSME,0.0
1813,0.549,0.4081,0.0,24.0,59.0,1.0,Individual,0.0
1814,0.747,0.3196,1.0,36.0,53.0,0.0,E-Commerce,0.0
1815,0.1212,0.4994,0.0,12.0,49.0,0.0,MSME,0.0
1816,0.2913,0.4699,0.0,36.0,32.0,1.0,MSME,0.0
1817,0.5033,0.3786,0.0,48.0,27.0,0.0,Individual,0.0
1818,0.1487,0.4889,0.0,12.0,53.0,1.0,MSME,0.0
1819,0.2056,0.4171,0.0,48.0,43.0,0.0,Individual,0.0
1820,0.3485,0.129,0.0,24.0,46.0,1.0,E-Commerce,0.0
1821,0.5642,0.2367,0.0,24.0,47.0,0.0,E-Commerce,0.0
1822,0.4126,0.2831,0.0,12.0,30.0,1.0,Individual,0.0
1823,0.7365,0.3049,1.0,36.0,37.0,0.0,Individual,0.0
1824,0.2181,0.2263,0.0,36.0,37.0,0.0,MSME,0.0
1825,0.7162,0.212,1.0,12.0,24.0,0.0,E-Commerce,0.0
1826,0.1054,0.4012,0.0,24.0,44.0,0.0,MSME,0.0
1827,0.2304,0.1399,0.0,48.0,57.0,0.0,MSME,0.0
1828,0.3439,0.1717,0.0,36.0,26.0,0.0,E-Commerce,0.0
1829,0.3994,0.4824,0.0,12.0,58.0,0.0,MSME,0.0
1830,0.4898,0.4716,0.0,12.0,59.0,0.0,MSME,0.0
1831,0.5263,0.2153,0.0,12.0,52.0,1.0,MSME,0.0
1832,0.3133,0.429,0.0,12.0,32.0,0.0,E-Commerce,0.0
1833,0.6042,0.3118,0.0,24.0,34.0,0.0,Individual,0.0
1834,0.6826,0.2138,0.0,24.0,49.0,0.0,E-Commerce,0.0
1835,0.7922,0.4796,1.0,36.0,50.0,1.0,MSME,0.0
1836,0.4086,0.3537,0.0,36.0,30.0,0.0,Individual,0.0
1837,0.1485,0.1842,0.0,36.0,49.0,0.0,E-Commerce,0.0
1838,0.1309,0.2576,0.0,36.0,43.0,0.0,MSME,0.0
1839,0.181,0.4785,0.0,24.0,51.0,1.0,E-Commerce,0.0
1840,0.6787,0.1428,0.0,24.0,26.0,1.0,Individual,0.0
1841,0.6829,0.1289,0.0,36.0,33.0,0.0,MSME,0.0
1842,0.5969,0.1043,0.0,24.0,47.0,1.0,MSME,0.0
1843,0.6773,0.2609,0.0,36.0,23.0,0.0,Individual,0.0
1844,0.3361,0.3872,0.0,12.0,51.0,0.0,MSME,0.0
1845,0.767,0.2622,1.0,36.0,42.0,0.0,MSME,0.0
1846,0.6629,0.1723,0.0,24.0,25.0,0.0,MSME,0.0
1847,0.4571,0.1511,0.0,48.0,39.0,0.0,Individual,0.0
1848,0.2073,0.4659,0.0,12.0,31.0,0.0,Individual,0.0
1849,0.7366,0.308,1.0,48.0,55.0,0.0,Individual,0.0
1850,0.6418,0.4255,0.0,36.0,29.0,0.0,Individual,0.0
1851,0.7324,0.1417,1.0,12.0,55.0,1.0,Individual,0.0
1852,0.3033,0.1661,0.0,48.0,42.0,0.0,MSME,0.0
1853,0.3728,0.3966,0.0,36.0,53.0,0.0,E-Commerce,0.0
